phase,sim_time,phase_time,x,y,z,yaw,tilt,speed,effort_fraction,joint_limit_excess,policy_vx,policy_vy,policy_wz,adapter_safety_state,nonfoot_floor_contacts
stand,3.440000000000316,3.440000000000316,-0.13817439452330915,-0.03826179751591459,-0.04061720838681858,0.15924682019966335,0.12685954867824314,0.009132775463063387,0.5904862739493266,0,0,0,0,NOMINAL,0
stand,3.4800000000003295,3.4800000000003295,-0.13809072985646584,-0.038402980555114895,-0.04060421108081169,0.15928914515098627,0.12675166916343894,0.002205116173942953,0.5875863662036569,0,0,0,0,NOMINAL,0
stand,3.520000000000343,3.520000000000343,-0.13809141702526295,-0.03838824911827182,-0.04056272674599979,0.15934885195953027,0.1268105130162008,0.001577826645074854,0.5625626624267955,0,0,0,0,NOMINAL,0
stand,3.560000000000356,3.560000000000356,-0.13813971056550495,-0.037963263897407014,-0.04049443592957636,0.1595870315580172,0.12680508487704245,0.013293176435781307,0.526182801726302,0,0,0,0,NOMINAL,0
stand,3.6000000000003696,3.6000000000003696,-0.1382480347790296,-0.037530058933158285,-0.0404848260435825,0.15985272671232673,0.1268547065634833,0.009152648566643452,0.48824452630257437,0,0,0,0,NOMINAL,0
stand,3.640000000000383,3.640000000000383,-0.13826861204679203,-0.03739702083065748,-0.04050191680743414,0.15998415904243396,0.12682882309789364,0.0011122549186653565,0.4918770411559317,0,0,0,0,NOMINAL,0
stand,3.6800000000003963,3.6800000000003963,-0.13829257641111337,-0.037436841482775346,-0.0405356036253112,0.1601015002369045,0.12679451324736196,0.0021964600374902036,0.5165738458796244,0,0,0,0,NOMINAL,0
stand,3.7200000000004096,3.7200000000004096,-0.1382552836742675,-0.037868608069330914,-0.04059676007082332,0.159961046032903,0.12678344185709797,0.01319609149335385,0.5573780536378613,0,0,0,0,NOMINAL,0
stand,3.760000000000423,3.760000000000423,-0.13811744793060574,-0.03831635554229988,-0.04060795957272182,0.15978991879934104,0.12664747114765232,0.009872492792280129,0.5880226249321022,0,0,0,0,NOMINAL,0
stand,3.8000000000004364,3.8000000000004364,-0.13803152332355237,-0.03847045923453141,-0.0405948108166455,0.15982434571554782,0.12654806149441544,0.0023319515476193263,0.586388196771784,0,0,0,0,NOMINAL,0
stand,3.8400000000004497,3.8400000000004497,-0.13803317496977485,-0.03846558958891254,-0.040556481996750375,0.1598809320135255,0.1266179058993503,0.0014495629564754474,0.5624261427290804,0,0,0,0,NOMINAL,0
stand,3.880000000000463,3.880000000000463,-0.13808031800371723,-0.03805482768814959,-0.04048631376373374,0.16012198476913245,0.12662167003171618,0.012922269733854295,0.5272438203701246,0,0,0,0,NOMINAL,0
stand,3.9200000000004764,3.9200000000004764,-0.13819550704186423,-0.03760205875235999,-0.0404737438407241,0.16039718780557097,0.12667796758384897,0.00993375694354107,0.48723828774029965,0,0,0,0,NOMINAL,0
stand,3.96000000000049,3.96000000000049,-0.13822257500809929,-0.037456694899465535,-0.0404907062236281,0.1605250934222838,0.12666021924896878,0.0012468400758705333,0.48949867633013017,0,0,0,0,NOMINAL,0
stand,4.000000000000503,4.000000000000503,-0.13824549368571065,-0.03748755357848839,-0.040523307868551,0.16063759943104175,0.12662495857695932,0.0019551053768225835,0.5134035346269316,0,0,0,0,NOMINAL,0
stand,4.0400000000004805,4.0400000000004805,-0.13821607684105572,-0.03790669473318431,-0.04058550381860534,0.16049862665193307,0.1266270802562309,0.012877139097054055,0.5543932562471497,0,0,0,0,NOMINAL,0
stand,4.080000000000458,4.080000000000458,-0.1380811206788269,-0.03837002543754835,-0.04059833676370349,0.16032161273061016,0.12650835862834128,0.010402070130164427,0.5859938832250023,0,0,0,0,NOMINAL,0
stand,4.120000000000436,4.120000000000436,-0.1379944627776746,-0.03853321440345503,-0.04058487911071755,0.16035066316019123,0.12641753689308044,0.0023942320086600315,0.5852352681161282,0,0,0,0,NOMINAL,0
stand,4.160000000000414,4.160000000000414,-0.1379967216276249,-0.038534769850099085,-0.04054827504906319,0.16040309880615478,0.12649529036112173,0.001395285463428694,0.5619690585338545,0,0,0,0,NOMINAL,0
stand,4.200000000000392,4.200000000000392,-0.13804266280932634,-0.038133465244113464,-0.04047744439751412,0.1606437294502263,0.12650357317751815,0.012678213530348646,0.5274010826905687,0,0,0,0,NOMINAL,0
stand,4.24000000000037,4.24000000000037,-0.13816194631211895,-0.03766784052703822,-0.040463154266005004,0.16092268936877163,0.12656228301183242,0.01044496603070384,0.4862624677254334,0,0,0,0,NOMINAL,0
stand,4.2800000000003475,4.2800000000003475,-0.1381939779080466,-0.037514176604976544,-0.040480047996055674,0.1610462490913853,0.12654987527341724,0.0013504468057952794,0.4875890524103743,0,0,0,0,NOMINAL,0
stand,4.320000000000325,4.320000000000325,-0.1382155329658043,-0.03753847996834781,-0.04051188999165788,0.16115307785367444,0.12651230369949426,0.0017721136001027412,0.5108876452639816,0,0,0,0,NOMINAL,0
stand,4.360000000000303,4.360000000000303,-0.1381915520407319,-0.037947830406427234,-0.04057465914959499,0.16101333636769974,0.12652341220704427,0.012638050623679672,0.5519699655652704,0,0,0,0,NOMINAL,0
stand,4.400000000000281,4.400000000000281,-0.1380586887993259,-0.03842104153673843,-0.04058852438204557,0.1608309347858722,0.1264174141322756,0.010768336328245995,0.5841900123552338,0,0,0,0,NOMINAL,0
