phase,sim_time,phase_time,x,y,z,yaw,tilt,speed,effort_fraction,joint_limit_excess,policy_vx,policy_vy,policy_wz,nonfoot_floor_contacts
stop,25.839999999985128,0.8399999999980423,-0.011177465259805265,0.0027774485371602647,-0.0439158838381143,0.11142562277507041,0.0025014518807833196,0.00026825047950124675,0.4723815843003169,0.00018658816593997173,0,0,0,0
stop,25.879999999985035,0.8799999999979491,-0.011181418234716241,0.002786113563509064,-0.04390484519024248,0.11087575445262052,0.002494853726406944,0.00022267140182274315,0.47235744544697433,0.0001859311036400367,0,0,0,0
stop,25.91999999998494,0.9199999999978559,-0.011184128994903427,0.002793680730380287,-0.043894227605898076,0.11034448884723087,0.0024873529138382464,0.00020195330681746775,0.472237054676584,0.0001861391646900658,0,0,0,0
stop,25.95999999998485,0.9599999999977626,-0.011186804541107771,0.0028003261651981886,-0.043884008460114636,0.10983041599713617,0.0024744564985662845,0.00019038429706262942,0.4719709689999871,0.0001862861980317752,0,0,0,0
stop,25.999999999984755,0.9999999999976694,-0.011189663760673207,0.0028061113879124596,-0.04387410738663963,0.10933254508346692,0.002456817844659101,0.00017356516342912647,0.471593245922018,0.00018630715168374556,0,0,0,0
stop,26.039999999984662,1.0399999999975762,-0.011192377707034322,0.0028109745745563144,-0.04386444739527559,0.10885021703600267,0.002437382105997146,0.00014572454275686098,0.4711637012259399,0.00018622854093704018,0,0,0,0
stop,26.07999999998457,1.079999999997483,-0.01119458207262545,0.0028148033029964867,-0.043854984738017126,0.10838292519277468,0.0024189217435126326,0.00011091737133089836,0.47073171920328677,0.00018605910767417952,0,0,0,0
stop,26.119999999984476,1.1199999999973898,-0.011196164702891875,0.002817523574387025,-0.04384571060261831,0.10793017292469229,0.0024028348112840946,7.726988772715476e-05,0.47032290939600147,0.000185835538429579,0,0,0,0
stop,26.159999999984382,1.1599999999972965,-0.011197245907735211,0.0028191665463486205,-0.04383663664061894,0.10749139888932266,0.00238919307452342,5.188140762510392e-05,0.46994105415326765,0.00018562326507548757,0,0,0,0
stop,26.19999999998429,1.1999999999972033,-0.011198049308320232,0.002819869057035156,-0.043827778304933646,0.10706596384611773,0.002377344912209399,4.071221924095744e-05,0.4695760515998375,0.00018545648205300412,0,0,0,0
stop,26.239999999984196,1.23999999999711,-0.01119882742506953,0.002819817944169455,-0.04381914525729335,0.10665320356135775,0.0023664512285720817,4.4397715647272374e-05,0.4692142398594601,0.00018533806025725232,0,0,0,0
stop,26.279999999984103,1.2799999999970169,-0.011199765512984378,0.0028192119348553137,-0.043810738549061645,0.10625247450532861,0.0023558956285696674,5.3602589492891945e-05,0.46884675767810785,0.00018525291961405015,0,0,0,0
stop,26.31999999998401,1.3199999999969236,-0.011200930581471114,0.002818236118953264,-0.04380255177135624,0.10586317849206137,0.0023454438751744186,6.175045381257816e-05,0.46847190808430444,0.00018518451009026025,0,0,0,0
stop,26.359999999983916,1.3599999999968304,-0.011202304702190675,0.0028170438626727665,-0.04379457551692203,0.10548477173466872,0.002335142393568551,6.708237407320704e-05,0.46808858588143476,0.0001851214199561886,0,0,0,0
stop,26.399999999983823,1.3999999999967372,-0.011203826368758564,0.0028157531956282214,-0.04378680020452457,0.1051167601506066,0.0023251603395598023,6.947519283137329e-05,0.46769828874314184,0.00018505864249930258,0,0,0,0
stop,26.43999999998373,1.439999999996644,-0.011205418822735923,0.0028144552189581615,-0.04377921739439477,0.10475868956059334,0.002315672511232465,6.921941082664223e-05,0.46730307070136606,0.00018499639068022175,0,0,0,0
stop,26.479999999983637,1.4799999999965507,-0.011207032970821911,0.0028132163233824214,-0.043771820590146115,0.10441013604512872,0.002306759331868643,6.763447785453744e-05,0.4669097727491723,0.00018493719578295035,0,0,0,0
