sim_t,x,y,yaw,vx_cmd,wz_cmd,clearance_m
0.016666666,1.2421426958617477e-05,-1.6810951533074078e-05,-4.169426341352297e-08,0.3,6.749793798432706e-22,inf
0.033333333,9.944564719004752e-06,-1.672120385432467e-05,-1.2217854944308086e-06,0.3,2.240519225656193e-06,inf
0.033333333,9.944564719004752e-06,-1.672120385432467e-05,-1.2217854944308086e-06,0.3,2.240519225656193e-06,inf
0.05,1.1684334985289974e-05,-1.6520938547300192e-05,-1.2086451501432415e-05,0.3,2.3702830725996945e-05,inf
0.05,1.1684334985289974e-05,-1.6520938547300192e-05,-1.2086451501432415e-05,0.3,2.3702830725996945e-05,inf
0.066666666,0.0008859633791453753,-3.037705951263639e-06,-0.00039347007170457954,0.3,0.000768481677944471,inf
0.066666666,0.0008859633791453753,-3.037705951263639e-06,-0.00039347007170457954,0.3,0.000768481677944471,inf
0.08333333300000001,0.002380622962135742,1.1939160575254259e-05,-0.0008049710396801666,0.3,0.0015714644595215598,inf
0.08333333300000001,0.002380622962135742,1.1939160575254259e-05,-0.0008049710396801666,0.3,0.0015714644595215598,inf
0.1,0.00269745106618534,-1.0843927977854315e-05,-0.001210739979110653,0.3,0.00241342612176116,inf
0.116666666,0.0037375271274955207,3.841714914134438e-06,-0.001427117618726028,0.3,0.002826546197263082,inf
0.116666666,0.0037375271274955207,3.841714914134438e-06,-0.001427117618726028,0.3,0.002826546197263082,inf
0.133333333,0.005553871842893355,1.543582973836033e-05,-0.0017113421016971382,0.3,0.0033794453692753733,inf
0.133333333,0.005553871842893355,1.543582973836033e-05,-0.0017113421016971382,0.3,0.0033794453692753733,inf
0.15000000000000002,0.00811541386855336,2.4986935903544894e-05,-0.0020634996661046084,0.3,0.004070882283098352,inf
0.15000000000000002,0.00811541386855336,2.4986935903544894e-05,-0.0020634996661046084,0.3,0.004070882283098352,inf
0.16666666600000002,0.011422123621366895,2.834363453867953e-05,-0.0024809623223574174,0.3,0.0049011730362707616,inf
0.16666666600000002,0.011422123621366895,2.834363453867953e-05,-0.0024809623223574174,0.3,0.0049011730362707616,inf
0.18333333300000001,0.015465850702251278,2.4776442881558217e-05,-0.0029743463882166933,0.3,0.005892581453797691,inf
0.18333333300000001,0.015465850702251278,2.4776442881558217e-05,-0.0029743463882166933,0.3,0.005892581453797691,inf
0.2,0.020120814080891714,1.1791607239520107e-05,-0.0035294377487788005,0.3,0.007020136038502846,5.986438274383545
0.2,0.020120814080891714,1.1791607239520107e-05,-0.0035294377487788005,0.3,0.007020136038502846,5.986438274383545
0.216666666,0.023489910350766575,6.9939778253848424e-06,-0.004184199869481802,0.3,0.008336070437415598,5.986438274383545
0.216666666,0.023489910350766575,6.9939778253848424e-06,-0.004184199869481802,0.3,0.008336070437415598,5.986438274383545
0.233333333,0.028080376705834915,-1.6248483842077526e-05,-0.004813595422205446,0.3,0.009626341608077791,5.986438274383545
0.233333333,0.028080376705834915,-1.6248483842077526e-05,-0.004813595422205446,0.3,0.009626341608077791,5.986438274383545
0.25,0.03307503587150066,-4.2617064566354476e-05,-0.0046804281888235605,0.3,0.009395954769560788,5.986438274383545
0.25,0.03307503587150066,-4.2617064566354476e-05,-0.0046804281888235605,0.3,0.009395954769560788,5.986438274383545
0.266666666,0.038070598508054665,-6.509973967465774e-05,-0.0045192864589225805,0.3,0.009104548520940888,5.986438274383545
0.266666666,0.038070598508054665,-6.509973967465774e-05,-0.0045192864589225805,0.3,0.009104548520940888,5.986438274383545
0.283333333,0.04306650739326156,-8.657070932610779e-05,-0.004360655297521371,0.3,0.008816986372260555,5.986438274383545
0.283333333,0.04306650739326156,-8.657070932610779e-05,-0.004360655297521371,0.3,0.008816986372260555,5.986438274383545
0.30000000000000004,0.048062476977422365,-0.00010766317208540032,-0.004207752145399648,0.3,0.008540563256345522,5.986438274383545
0.30000000000000004,0.048062476977422365,-0.00010766317208540032,-0.004207752145399648,0.3,0.008540563256345522,5.986438274383545
0.31666666600000004,0.05305846276977887,-0.00012801050576919282,-0.004059635440401522,0.3,0.008272886014107757,5.986438274383545
0.31666666600000004,0.05305846276977887,-0.00012801050576919282,-0.004059635440401522,0.3,0.008272886014107757,5.986438274383545
0.333333333,0.05805442819684948,-0.0001476420896172567,-0.0039159857328332996,0.3,0.008013347895416308,5.986438274383545
0.333333333,0.05805442819684948,-0.0001476420896172567,-0.0039159857328332996,0.3,0.008013347895416308,5.986438274383545
0.333333333,0.05805442819684948,-0.0001476420896172567,-0.0039159857328332996,0.3,0.008013347895416308,5.986438274383545
